"","Element ID","/Layer_1/Non-ponded Ag. Percolation (-)(AF/year)"
"8952",8952,412.470190010986
"8953",8953,66.6084648026923
"8954",8954,44.1788452592164
"8955",8955,765.640899363412
"8956",8956,583.133811782562
"8957",8957,1340.5478112874
"8958",8958,907.210085522826
"8959",8959,537.452802763777
"8960",8960,0
"8961",8961,1523.94358838196
"8962",8962,248.843559463254
"8963",8963,887.283387878787
"8964",8964,462.408888958377
"8965",8965,368.849264553049
"8966",8966,251.984361410509
"8967",8967,885.551477950173
"8968",8968,1139.88366066503
"8969",8969,680.729116069503
"8970",8970,990.199575605587
"8971",8971,410.334192984975
"8972",8972,302.222122680889
"8973",8973,54.7064580218686
"8974",8974,412.304298346289
"8975",8975,160.37410170538
"8976",8976,158.414444758576
"8977",8977,685.992012474021
"8978",8978,120.089110757151
"8979",8979,27.4335303289382
"8980",8980,159.013925090485
"8981",8981,381.591663323184
"8982",8982,168.627360638407
"8983",8983,31.6401156629354
"8984",8984,3.72682117841311
"8985",8985,22.8159545529757
"8986",8986,185.278050618577
"8987",8987,95.6118207308482
"8988",8988,17.4729353113907
"8989",8989,1.62517704265269
"8990",8990,17.6761522061879
"8991",8991,50.4143696774272
"8992",8992,0.516368372396604
"8993",8993,3.71908650283564
"8994",8994,5.79152379598565
"8995",8995,4.20640844461779
"8996",8996,14.0296703828756
"8997",8997,0.715114616791519
"8998",8998,3.03086584511243
"8999",8999,62.8588414890839
"9000",9000,37.1751969071848
"9001",9001,61.5821258724025
"9002",9002,147.026319093533
"9003",9003,139.982696423245
"9004",9004,95.0049267110885
"9005",9005,56.9552679465011
"9006",9006,2.78002054173812
"9007",9007,124.658590842835
"9008",9008,41.9332208884604
"9009",9009,12.6566235315986
"9010",9010,23.9570331978968
"9011",9011,16.6879194037551
"9012",9012,212.708180842309
"9013",9013,243.762406219104
"9014",9014,384.80180542937
"9015",9015,141.755991868378
"9016",9016,0.713584009112795
"9017",9017,3.072610585884
"9018",9018,28.8630604823072
"9019",9019,10.9567556866171
"9020",9020,26.2972314039626
"9021",9021,12.6216707288115
"9022",9022,29.9395990106416
"9023",9023,37.3877447562166
"9024",9024,22.4329267150939
"9025",9025,2.53897203652311
"9026",9026,20.509759159615
"9027",9027,64.0983209625715
"9028",9028,433.577412936784
"9029",9029,1185.40884225871
"9030",9030,942.162497632423
"9031",9031,665.187293004401
"9032",9032,110.942341990821
"9033",9033,469.187875113219
"9034",9034,254.762090097071
"9035",9035,311.930753378326
"9036",9036,49.6201360195012
"9037",9037,51.6732977410628
"9038",9038,35.6642722839533
"9039",9039,278.971210995836
"9040",9040,120.57064935497
"9041",9041,94.4141721780429
"9042",9042,70.4495636232406
"9043",9043,114.149635995375
"9044",9044,29.2783111608661
"9045",9045,61.3491579334018
"9046",9046,25.418122290154
"9047",9047,43.3595008425792
"9048",9048,64.8707853944072
"9049",9049,889.903743179084
"9050",9050,714.392736109036
"9051",9051,65.4113452847629
"9052",9052,56.4528557047208
"9053",9053,0
"9054",9054,0
"9055",9055,0
"9056",9056,0
"9057",9057,0
"9058",9058,0
"9059",9059,0
"9060",9060,343.980600694635
"9061",9061,246.749212112607
"9062",9062,184.259051914664
"9063",9063,150.997977697692
"9064",9064,137.825738094059
"9065",9065,180.232061873027
"9066",9066,72.3002978219847
"9067",9067,93.4750078033257
"9068",9068,61.6719018635042
"9069",9069,192.316082710672
"9070",9070,495.753438124804
"9071",9071,70.822427796525
"9072",9072,221.836071612573
"9073",9073,672.539447499473
"9074",9074,472.293119563315
"9075",9075,1383.88886989212
"9076",9076,1513.08186832664
"9077",9077,2034.1253876961
"9078",9078,0
"9079",9079,0
"9080",9080,0
"9081",9081,0
"9082",9082,0
"9083",9083,929.600970745752
"9084",9084,276.339844217184
"9085",9085,422.929309569886
"9086",9086,570.894957197795
"9087",9087,270.837876348865
"9088",9088,243.315434072099
"9089",9089,619.595686944203
"9090",9090,301.591946466548
"9091",9091,432.210389264793
"9092",9092,439.307527187271
"9093",9093,236.578312689656
"9094",9094,229.81375897706
"9095",9095,410.747267367454
"9096",9096,33.0630389072929
"9097",9097,172.178599174334
"9098",9098,42.0781306080906
"9099",9099,67.7365282657457
"9100",9100,53.6540346960948
"9101",9101,201.869833635844
"9102",9102,239.580017320561
"9103",9103,91.4455402842642
"9104",9104,315.990314689384
"9105",9105,314.321391342684
"9106",9106,84.3232927213128
"9107",9107,57.3874906197725
"9108",9108,214.707112457355
"9109",9109,310.540271632517
"9110",9110,437.355788631417
"9111",9111,1.18279158781937
"9112",9112,20.3859219302753
"9113",9113,76.9836066325283
"9114",9114,121.011758334966
"9115",9115,107.785360159509
"9116",9116,192.633269949493
"9117",9117,217.974383770011
"9118",9118,338.555117077273
"9119",9119,63.9164772698655
"9120",9120,5.14604565170361
"9121",9121,7.79267581011019
"9122",9122,6.1165184761972
"9123",9123,279.167544171523
"9124",9124,95.8669798647658
"9125",9125,278.114473114974
"9126",9126,156.324327425779
"9127",9127,80.5298220892729
"9128",9128,77.4296830241648
"9129",9129,113.459441430463
"9130",9130,319.27356013026
"9131",9131,9.82247652000111
"9132",9132,1.49902031794753
"9133",9133,10.0528223917296
"9134",9134,65.7720901205533
"9135",9135,118.256465669421
"9136",9136,525.708799396126
"9137",9137,818.558265421634
"9138",9138,1999.86737830781
"9139",9139,810.617688255814
"9140",9140,271.683640057518
"9141",9141,385.483942519174
"9142",9142,116.2431699399
"9143",9143,95.0687090028565
"9144",9144,34.5784349811468
"9145",9145,33.9371430871864
"9146",9146,82.7934283833769
"9147",9147,522.16325707579
"9148",9148,304.691890224025
"9149",9149,70.1521317312384
"9150",9150,106.318544346064
"9151",9151,1366.244260722
"9152",9152,158.688679372931
"9153",9153,283.462737336416
"9154",9154,541.428831901789
"9155",9155,311.402819285485
"9156",9156,30.9200641385499
"9157",9157,17.5084370943927
"9158",9158,45.7282233070967
"9159",9159,29.2918098832048
"9160",9160,65.9504746659144
"9161",9161,96.5900516646689
"9162",9162,0
"9163",9163,0
"9164",9164,0
"9165",9165,0
"9166",9166,0
"9167",9167,0
"9168",9168,0
"9169",9169,804.475266934366
"9170",9170,549.558160497701
"9171",9171,572.955874508216
"9172",9172,187.679639023114
"9173",9173,82.2096149147188
"9174",9174,268.763780648762
"9175",9175,188.08504308173
"9176",9176,158.245951379123
"9177",9177,238.539981566069
"9178",9178,274.85599364861
"9179",9179,14.5802671013937
"9180",9180,284.443724561235
"9181",9181,492.918583860119
"9182",9182,251.188208761043
"9183",9183,1309.85293454834
"9184",9184,618.162388056057
"9185",9185,1700.33829111297
"9186",9186,742.196801057186
"9187",9187,1835.12906140726
"9188",9188,0
"9189",9189,0
"9190",9190,0
"9191",9191,0
"9192",9192,0
"9193",9193,0
"9194",9194,110.41564308371
"9195",9195,175.603087537633
"9196",9196,54.4686936524132
"9197",9197,191.825590480445
"9198",9198,328.302491438308
"9199",9199,921.399235381753
"9200",9200,658.924849769277
"9201",9201,981.6123252659
"9202",9202,384.952719989
"9203",9203,456.712661039428
"9204",9204,143.89674726061
"9205",9205,209.024949516141
"9206",9206,1286.17829527774
"9207",9207,265.330167426842
"9208",9208,269.728854396509
"9209",9209,227.221911362132
"9210",9210,39.5685024780945
"9211",9211,63.3339636523938
"9212",9212,243.588802899548
"9213",9213,194.671725511435
"9214",9214,209.477351183097
"9215",9215,106.844062361009
"9216",9216,164.364296136546
"9217",9217,103.876003345689
"9218",9218,291.266604970011
"9219",9219,137.039151440291
"9220",9220,94.927124549515
"9221",9221,99.9778576215033
"9222",9222,165.409404826454
"9223",9223,213.883938932369
"9224",9224,371.912684754116
"9225",9225,266.984432607837
"9226",9226,170.945116440323
"9227",9227,92.1218366664255
"9228",9228,508.914520078346
"9229",9229,524.493817707979
"9230",9230,50.1829950676958
"9231",9231,6.55980519799062
"9232",9232,11.2234565966301
"9233",9233,364.173025070656
"9234",9234,185.143777174691
"9235",9235,261.117920285873
"9236",9236,126.816214406917
"9237",9237,365.465659322164
"9238",9238,893.563386585649
"9239",9239,237.021959777034
"9240",9240,439.416755930964
"9241",9241,319.387587570107
"9242",9242,55.1112147713125
"9243",9243,901.040493052943
"9244",9244,618.400117675402
"9245",9245,59.0282822714149
"9246",9246,1247.04912117576
"9247",9247,1470.31929375056
"9248",9248,346.771206360603
"9249",9249,34.9704378913495
"9250",9250,237.005026975816
"9251",9251,35.5418787267063
"9252",9252,59.2557186573011
"9253",9253,30.7210584402033
"9254",9254,31.1168962290656
"9255",9255,57.8551227750181
"9256",9256,132.964844491207
"9257",9257,78.5722902567331
"9258",9258,72.0823652271431
"9259",9259,107.588015019208
"9260",9260,122.614970465511
"9261",9261,45.5660824211233
"9262",9262,115.941953273534
"9263",9263,205.934217147529
"9264",9264,312.830403101755
"9265",9265,41.192282183182
"9266",9266,92.9902268340943
"9267",9267,22.9027766868322
"9268",9268,78.9843047825067
"9269",9269,0
"9270",9270,0
"9271",9271,0
"9272",9272,0
"9273",9273,0
"9274",9274,0
"9275",9275,0
"9276",9276,0
"9277",9277,276.333998053771
"9278",9278,173.393490622905
"9279",9279,336.648237289976
"9280",9280,118.532288050111
"9281",9281,222.877540875014
"9282",9282,409.04662788745
"9283",9283,331.744921935727
"9284",9284,154.96201711369
"9285",9285,93.7370600748434
"9286",9286,183.344517913797
"9287",9287,339.734550122419
"9288",9288,124.253471745374
"9289",9289,331.122778594124
"9290",9290,106.380573116184
"9291",9291,23.1134604659874
"9292",9292,210.772891263709
"9293",9293,186.315241182168
"9294",9294,163.6173542096
"9295",9295,474.555730946666
"9296",9296,330.033073203036
"9297",9297,330.196886540625
"9298",9298,442.930175434023
"9299",9299,2242.09504555555
"9300",9300,1769.77979209103
"9301",9301,152.472037734417
"9302",9302,100.483672016381
"9303",9303,528.331407443033
"9304",9304,0
"9305",9305,0
"9306",9306,488.872904386831
"9307",9307,84.436986538256
"9308",9308,249.954945369555
"9309",9309,230.849087821957
"9310",9310,623.445940046551
"9311",9311,163.424994762789
"9312",9312,471.537533000791
"9313",9313,1801.12885049326
"9314",9314,571.555428948517
"9315",9315,154.956831171386
"9316",9316,157.8083925618
"9317",9317,194.102908254071
"9318",9318,1176.27047351262
"9319",9319,784.32692760656
"9320",9320,271.683145078383
"9321",9321,768.777083971849
"9322",9322,0
"9323",9323,0
"9324",9324,0
"9325",9325,0
"9326",9326,0
"9327",9327,0
"9328",9328,23.9932865716641
"9329",9329,106.161500077389
"9330",9330,1.51562918702963
"9331",9331,22.8106882446649
"9332",9332,77.5741706257598
"9333",9333,45.2598386132197
"9334",9334,118.863850330232
"9335",9335,35.8930595337067
"9336",9336,430.664705266086
"9337",9337,66.0798267851155
"9338",9338,166.002046384133
"9339",9339,219.096615888484
"9340",9340,261.249578806018
"9341",9341,429.220373668303
"9342",9342,54.3468597999548
"9343",9343,13.0472666353226
"9344",9344,22.1269870056158
"9345",9345,435.836850729933
"9346",9346,181.125136683654
"9347",9347,115.533095195891
"9348",9348,226.566157914935
"9349",9349,571.117566060435
"9350",9350,486.647827077977
"9351",9351,1327.93931966247
"9352",9352,701.20329330371
"9353",9353,717.110650611186
"9354",9354,322.566885182851
"9355",9355,312.887692943695
"9356",9356,74.3577414319534
"9357",9357,1054.27200632657
"9358",9358,98.2597339603323
"9359",9359,12.8214517282865
"9360",9360,45.1117990787442
"9361",9361,47.5401734036149
"9362",9362,34.9937087895063
"9363",9363,125.29324178463
"9364",9364,52.2078689284095
"9365",9365,70.0846913067771
"9366",9366,46.2382055892392
"9367",9367,91.1922748762442
"9368",9368,70.6408354701781
"9369",9369,87.7319288522844
"9370",9370,146.991317507435
"9371",9371,28.6581894993289
"9372",9372,59.907837930062
"9373",9373,23.3920362603862
"9374",9374,0
"9375",9375,5.00393668196102
"9376",9376,0
"9377",9377,0
"9378",9378,0
"9379",9379,0
"9380",9380,0
"9381",9381,0
"9382",9382,0
"9383",9383,0
"9384",9384,0
"9385",9385,0
"9386",9386,0
"9387",9387,0
"9388",9388,0
"9389",9389,0
"9390",9390,545.053240999547
"9391",9391,336.692789038164
"9392",9392,223.667188127631
"9393",9393,125.20447622506
"9394",9394,327.305763183434
"9395",9395,661.72066119414
"9396",9396,93.9501660145202
"9397",9397,57.9696841548773
"9398",9398,209.041076479315
"9399",9399,113.450825117692
"9400",9400,213.73662146911
"9401",9401,201.988777185213
"9402",9402,199.946740887104
"9403",9403,150.791075760002
"9404",9404,77.2926378775057
"9405",9405,19.311423289375
"9406",9406,46.6538843751195
"9407",9407,5.72409038186051
"9408",9408,74.0478483716641
"9409",9409,33.6465462486717
"9410",9410,224.659351527899
"9411",9411,0
"9412",9412,309.441178022839
"9413",9413,281.286548632031
"9414",9414,112.565797695026
"9415",9415,346.872367007991
"9416",9416,1191.5070460252
"9417",9417,258.426974845679
"9418",9418,460.360148922358
"9419",9419,256.643728763018
"9420",9420,316.612216381852
"9421",9421,134.465566103782
"9422",9422,116.188322942987
"9423",9423,84.6014208446089
"9424",9424,83.2550888816843
"9425",9425,28.2206746680155
"9426",9426,15.8535615247394
"9427",9427,16.2996373080961
"9428",9428,336.731826481604
"9429",9429,736.759472388899
"9430",9430,416.06011654824
"9431",9431,566.488441593814
"9432",9432,413.612607623746
"9433",9433,113.091292439719
"9434",9434,602.336887836929
"9435",9435,2178.35268610928
"9436",9436,270.976482887144
"9437",9437,77.4374842403755
"9438",9438,98.5479154175401
"9439",9439,150.236305040683
"9440",9440,9.72837551433241
"9441",9441,50.6570074282784
"9442",9442,480.725455099479
"9443",9443,0
"9444",9444,0
"9445",9445,0
"9446",9446,0
"9447",9447,0
"9448",9448,146.07109013428
"9449",9449,181.727448982906
"9450",9450,72.025970283789
"9451",9451,25.488609275484
"9452",9452,25.7996345476544
"9453",9453,46.1013058218921
"9454",9454,55.5234468547292
"9455",9455,16.0027871278106
"9456",9456,501.904190321772
"9457",9457,432.211048674179
"9458",9458,121.70141273415
"9459",9459,670.432909208962
"9460",9460,788.045310847384
"9461",9461,638.748333499744
"9462",9462,62.2582415116223
"9463",9463,61.3464584269403
"9464",9464,49.9858227800881
"9465",9465,59.7844301600683
"9466",9466,60.9902706779154
"9467",9467,44.2713690605429
"9468",9468,52.7933982786291
"9469",9469,69.6082228657957
"9470",9470,43.6728127524181
"9471",9471,78.0426848866804
"9472",9472,96.3788715836156
"9473",9473,120.307717810588
"9474",9474,113.638651686243
"9475",9475,98.917734740978
"9476",9476,42.1353195319524
"9477",9477,37.6160811157716
"9478",9478,119.503855929168
"9479",9479,3.45873289316407
"9480",9480,0
"9481",9481,12.671235702632
"9482",9482,0
"9483",9483,80.4147851121287
"9484",9484,0
"9485",9485,0
"9486",9486,0
"9487",9487,0
"9488",9488,0
"9489",9489,0
"9490",9490,0
"9491",9491,0
"9492",9492,0
"9493",9493,0
"9494",9494,0
"9495",9495,0
"9496",9496,0
"9497",9497,199.155437964415
"9498",9498,0
"9499",9499,0
"9500",9500,0
"9501",9501,457.182049771668
"9502",9502,282.967686934156
"9503",9503,283.302201406564
"9504",9504,0
"9505",9505,484.61101355954
"9506",9506,502.051215258273
"9507",9507,298.194299272671
"9508",9508,698.072330324136
"9509",9509,371.752489060862
"9510",9510,649.741794033827
"9511",9511,270.772150409421
"9512",9512,502.199230182423
"9513",9513,250.299156701151
"9514",9514,193.518847373195
"9515",9515,59.9815691443968
"9516",9516,90.2708675109898
"9517",9517,377.788492528124
"9518",9518,357.68600262315
"9519",9519,409.603657610832
"9520",9520,85.5680844993662
"9521",9521,98.367165319514
"9522",9522,20.7944848789664
"9523",9523,29.7711173307491
"9524",9524,220.927093773016
"9525",9525,542.180843699716
"9526",9526,908.472590893192
"9527",9527,0
"9528",9528,0
"9529",9529,0
"9530",9530,209.902952019161
"9531",9531,296.407782632958
"9532",9532,1155.41551781299
"9533",9533,519.286143839653
"9534",9534,138.428727736167
"9535",9535,155.309053200335
"9536",9536,216.735152045769
"9537",9537,139.985890420906
"9538",9538,444.729223894886
"9539",9539,69.4895545435554
"9540",9540,167.896146618814
"9541",9541,20.287303119869
"9542",9542,40.5610334453439
"9543",9543,34.0875561061696
"9544",9544,6.07435858876005
"9545",9545,10.151454542159
"9546",9546,249.51676656194
"9547",9547,549.982225326698
"9548",9548,243.099927500862
"9549",9549,138.125958269243
"9550",9550,475.376909271514
"9551",9551,117.02982859941
"9552",9552,197.628917868536
"9553",9553,643.71069805883
"9554",9554,533.601535884672
"9555",9555,469.921075224957
"9556",9556,537.976891537614
"9557",9557,11.614524408427
"9558",9558,27.0006670275456
"9559",9559,649.704771870683
"9560",9560,1005.2505655415
"9561",9561,24.4938492105781
"9562",9562,19.6049570681373
"9563",9563,207.436593023744
"9564",9564,269.28728630851
"9565",9565,0
"9566",9566,0
"9567",9567,0
"9568",9568,104.690408763197
"9569",9569,64.0145874542278
"9570",9570,219.269151007664
"9571",9571,13.4290755727667
"9572",9572,13.3688077065337
"9573",9573,61.7518088914141
"9574",9574,16.4462868852646
"9575",9575,181.057406079811
"9576",9576,95.4235950494655
"9577",9577,752.567528464876
"9578",9578,617.178219258099
"9579",9579,997.280456590663
"9580",9580,404.873230267296
"9581",9581,59.9062194988397
"9582",9582,19.003997127278
"9583",9583,101.357525834968
"9584",9584,7.30398207629484
"9585",9585,17.5781227664527
"9586",9586,67.2408568703003
"9587",9587,98.3328487635264
"9588",9588,76.9168352073101
"9589",9589,823.934650726492
"9590",9590,47.6944532335987
"9591",9591,137.089825755803
"9592",9592,25.3909462526818
"9593",9593,1.37070622046288
"9594",9594,8.15844628174618
"9595",9595,22.7841745907201
"9596",9596,38.2494235948333
"9597",9597,176.000319115278
"9598",9598,236.827276713034
"9599",9599,0
"9600",9600,0
"9601",9601,536.44669021025
"9602",9602,0
"9603",9603,0
"9604",9604,0
"9605",9605,0
"9606",9606,0
"9607",9607,0
"9608",9608,76.9298841381417
"9609",9609,0
"9610",9610,0
"9611",9611,0
"9612",9612,0
"9613",9613,280.814773221356
"9614",9614,1073.81131374125
"9615",9615,557.92220879965
"9616",9616,615.415703541475
"9617",9617,188.094835797818
"9618",9618,0
"9619",9619,0
"9620",9620,0
"9621",9621,300.506901144942
"9622",9622,139.457083278235
"9623",9623,720.301440513825
"9624",9624,2114.43087406651
"9625",9625,1630.02749713753
"9626",9626,629.783654890379
"9627",9627,583.178836107877
"9628",9628,467.583076689598
"9629",9629,385.514529628838
"9630",9630,225.177753029176
"9631",9631,452.359436675138
"9632",9632,206.438042575776
"9633",9633,483.222347676173
"9634",9634,174.360044083161
"9635",9635,439.872257496221
"9636",9636,500.235669434376
"9637",9637,413.013185522454
"9638",9638,374.219101624106
"9639",9639,336.126483422239
"9640",9640,128.285545314492
"9641",9641,19.7502746315671
"9642",9642,91.9575293712503
"9643",9643,413.054273610083
"9644",9644,876.609288833942
"9645",9645,1661.7988421682
"9646",9646,0
"9647",9647,0
"9648",9648,0
"9649",9649,0
"9650",9650,0
"9651",9651,0
"9652",9652,0
"9653",9653,1960.83129746735
"9654",9654,235.239925900507
"9655",9655,65.5889172651303
"9656",9656,90.8744840485554
"9657",9657,58.6054132903811
"9658",9658,43.597809425983
"9659",9659,30.3698260367562
"9660",9660,57.1870004414947
"9661",9661,126.45651131477
"9662",9662,92.3817863923703
"9663",9663,4.12072668613971
"9664",9664,4.23042483769129
"9665",9665,25.2027658230503
"9666",9666,40.8515068559816
"9667",9667,29.2767038801203
"9668",9668,151.56341646081
"9669",9669,128.684264121578
"9670",9670,54.805580703979
"9671",9671,366.513676902082
"9672",9672,294.549308969972
"9673",9673,303.380337289765
"9674",9674,165.421661368562
"9675",9675,444.59654509834
"9676",9676,740.38534179466
"9677",9677,796.820572609611
"9678",9678,494.704713766879
"9679",9679,642.229780547863
"9680",9680,1009.88346436253
"9681",9681,802.546107820148
"9682",9682,735.508108932571
"9683",9683,701.423349854098
"9684",9684,67.7177608742323
"9685",9685,544.193428977414
"9686",9686,609.999649860115
"9687",9687,260.248981666088
"9688",9688,75.1276904872645
"9689",9689,69.2168721478714
"9690",9690,48.6345936755623
"9691",9691,144.249669815715
"9692",9692,53.7494339759905
"9693",9693,178.27770229941
"9694",9694,98.403279979369
"9695",9695,102.353639643495
"9696",9696,33.8848092094415
"9697",9697,193.709067099753
"9698",9698,587.181277241832
"9699",9699,178.157655618125
"9700",9700,225.326057948424
"9701",9701,179.54076960414
"9702",9702,283.112157947088
"9703",9703,452.063379207737
"9704",9704,25.223917862753
"9705",9705,0.277285872497324
"9706",9706,52.3614601574871
"9707",9707,1.20996372665349
"9708",9708,1.75544015246361
"9709",9709,49.2033909964827
"9710",9710,141.38996025804
"9711",9711,120.189875988355
"9712",9712,81.4792048119462
"9713",9713,76.4422966583026
"9714",9714,64.728056109543
"9715",9715,16.4526160465121
"9716",9716,17.2502104641094
"9717",9717,0
"9718",9718,273.235619390177
"9719",9719,0
"9720",9720,0
"9721",9721,0
"9722",9722,119.675194105945
"9723",9723,151.928617789051
"9724",9724,0
"9725",9725,0
"9726",9726,0
"9727",9727,0
"9728",9728,0
"9729",9729,0
"9730",9730,0
"9731",9731,0
"9732",9732,213.47347520861
"9733",9733,110.469018684618
"9734",9734,0
"9735",9735,0
"9736",9736,0
"9737",9737,0
"9738",9738,542.159953062369
"9739",9739,161.099382175824
"9740",9740,20.3327599890695
"9741",9741,543.560753714158
"9742",9742,424.493035654256
"9743",9743,339.466715205958
"9744",9744,146.415943973322
"9745",9745,283.385591754018
"9746",9746,826.482199453713
"9747",9747,698.92989430322
"9748",9748,1228.89734292445
"9749",9749,883.227146997625
"9750",9750,1354.51675601205
"9751",9751,1509.86301352055
"9752",9752,2454.73341219841
"9753",9753,1352.73704246551
"9754",9754,384.571645316422
"9755",9755,526.847951935553
"9756",9756,1157.53317405882
"9757",9757,71.6010716058717
"9758",9758,193.514141220315
"9759",9759,146.227308727838
"9760",9760,347.037770588743
"9761",9761,161.715452052835
"9762",9762,241.594259848094
"9763",9763,538.745444234672
"9764",9764,224.453804972191
"9765",9765,127.897764445647
"9766",9766,207.978752364939
"9767",9767,591.941708090093
"9768",9768,65.7393656791364
"9769",9769,109.995873260194
"9770",9770,571.334361717276
"9771",9771,258.627202380328
"9772",9772,475.003118460765
"9773",9773,722.309186066744
"9774",9774,581.365074612608
"9775",9775,877.847885330991
"9776",9776,346.94971750796
"9777",9777,0
"9778",9778,0
"9779",9779,0
"9780",9780,0
"9781",9781,0
"9782",9782,0
"9783",9783,1002.7964950897
"9784",9784,112.678831967117
"9785",9785,103.464800187117
"9786",9786,67.6772620828032
"9787",9787,14.2990160501752
"9788",9788,127.872972769497
"9789",9789,113.195682380636
"9790",9790,119.851825014136
"9791",9791,13.6488566707078
"9792",9792,15.2934876801268
"9793",9793,240.985977332413
"9794",9794,87.2514961505564
"9795",9795,51.2377167209309
"9796",9796,128.885167710848
"9797",9797,16.7637004547344
"9798",9798,374.505100311518
"9799",9799,146.521186310496
"9800",9800,303.954109370733
"9801",9801,328.592912721774
"9802",9802,431.109627075363
"9803",9803,23.1202179638424
"9804",9804,310.572313384374
"9805",9805,1079.19596704571
"9806",9806,835.058154313035
"9807",9807,371.304533153167
"9808",9808,940.537597592906
"9809",9809,116.156709890157
"9810",9810,154.927931100704
"9811",9811,65.5353622132456
"9812",9812,29.255396237621
"9813",9813,182.469739023475
"9814",9814,310.363561543203
"9815",9815,536.959908177376
"9816",9816,751.976930901958
"9817",9817,1026.54253421321
"9818",9818,1425.05334374208
"9819",9819,1634.20722476814
"9820",9820,257.53677086743
"9821",9821,288.027613735114
"9822",9822,162.777859071522
"9823",9823,47.3422030001608
"9824",9824,28.7021479635674
"9825",9825,519.341744252781
"9826",9826,118.016676232721
"9827",9827,1875.24534845716
"9828",9828,1072.9847813758
"9829",9829,493.797650207678
"9830",9830,358.762659531412
"9831",9831,334.895314517783
"9832",9832,107.313582291221
"9833",9833,39.300588979136
"9834",9834,112.792468576248
"9835",9835,252.611740803584
"9836",9836,21.078969033785
"9837",9837,28.3211061565269
"9838",9838,29.1779780665215
"9839",9839,52.7325680578098
"9840",9840,239.306347847234
"9841",9841,0
"9842",9842,0
"9843",9843,0
"9844",9844,0
"9845",9845,0
"9846",9846,0
"9847",9847,0
"9848",9848,0
"9849",9849,0
"9850",9850,0
"9851",9851,0
"9852",9852,0
"9853",9853,0
"9854",9854,0
"9855",9855,0
"9856",9856,0
"9857",9857,0
"9858",9858,0
"9859",9859,0
"9860",9860,337.078344911652
"9861",9861,0
"9862",9862,0
"9863",9863,0
"9864",9864,0
"9865",9865,0
"9866",9866,37.711655130112
"9867",9867,285.744626902193
"9868",9868,537.533533740502
"9869",9869,719.538142735898
"9870",9870,486.526910871735
"9871",9871,1054.11463247882
"9872",9872,335.617641272437
"9873",9873,176.46899141403
"9874",9874,0
"9875",9875,531.670369592776
"9876",9876,382.254287423585
"9877",9877,882.82624712915
"9878",9878,2025.69703908601
"9879",9879,1126.9625084016
"9880",9880,2106.74804366269
"9881",9881,1679.06564261032
"9882",9882,830.10975606547
"9883",9883,1340.33023079073
"9884",9884,1365.45408191628
"9885",9885,201.254577229307
"9886",9886,508.339911000627
"9887",9887,466.754592409984
"9888",9888,197.705248197896
"9889",9889,66.904616875924
"9890",9890,762.292610661593
"9891",9891,109.736720267955
"9892",9892,1034.42691500047
"9893",9893,1035.12810430504
"9894",9894,217.865489836123
"9895",9895,337.101784405403
"9896",9896,147.409192296245
"9897",9897,553.959651187755
"9898",9898,384.308441889227
"9899",9899,2000.63035962566
"9900",9900,0
"9901",9901,1639.55317467479
"9902",9902,994.14037446791
"9903",9903,0
"9904",9904,1116.27690607612
"9905",9905,492.390158510865
"9906",9906,20.0576515117966
"9907",9907,59.4550180588002
"9908",9908,130.734976605493
"9909",9909,47.0028578000562
"9910",9910,44.3773302056446
"9911",9911,106.854112562385
"9912",9912,5.02869161163972
"9913",9913,8.25424397380328
"9914",9914,40.9425815506207
"9915",9915,14.3383603893787
"9916",9916,36.7726802217741
"9917",9917,70.2748456043202
"9918",9918,75.5140859692658
"9919",9919,263.537900684409
"9920",9920,376.994161456862
"9921",9921,131.935735990599
"9922",9922,247.06312042763
"9923",9923,92.1639992035886
"9924",9924,56.9764951081186
"9925",9925,336.093268059158
"9926",9926,621.68248356363
"9927",9927,388.875164032805
"9928",9928,1696.91975818359
"9929",9929,807.439241275922
"9930",9930,207.509577470398
"9931",9931,42.9569762782152
"9932",9932,123.974634759049
"9933",9933,106.540634084323
"9934",9934,251.715453024327
"9935",9935,817.692451764612
"9936",9936,1544.67280301357
"9937",9937,53.6256792856287
"9938",9938,206.197926848962
"9939",9939,101.86677579951
"9940",9940,110.153091501604
"9941",9941,78.2244018151429
"9942",9942,33.9776974936765
"9943",9943,53.4918099797666
"9944",9944,172.884142011682
"9945",9945,0
"9946",9946,0
"9947",9947,0
"9948",9948,0
"9949",9949,0
"9950",9950,0
"9951",9951,0
"9952",9952,0
"9953",9953,0
"9954",9954,0
"9955",9955,0
"9956",9956,0
"9957",9957,0
"9958",9958,0
"9959",9959,0
"9960",9960,0
"9961",9961,0
"9962",9962,0
"9963",9963,0
"9964",9964,0
"9965",9965,0
"9966",9966,0
"9967",9967,0
"9968",9968,0
"9969",9969,0
"9970",9970,0
"9971",9971,0
"9972",9972,0
"9973",9973,189.490045027104
"9974",9974,106.254618351935
"9975",9975,266.34450212454
"9976",9976,0
"9977",9977,0
"9978",9978,0
"9979",9979,453.528271794489
"9980",9980,214.264456659058
"9981",9981,1082.3446787845
"9982",9982,2471.61422080821
"9983",9983,3248.30836345169
"9984",9984,3436.18911350787
"9985",9985,600.374210251547
"9986",9986,151.12626995324
"9987",9987,685.885647831067
"9988",9988,707.546275378917
"9989",9989,589.848871458767
"9990",9990,133.835682619927
"9991",9991,263.710494169654
"9992",9992,1089.38367643771
